epoch,train_loss,train_acc,val_loss,val_acc
1,0.6506743534862689,0.7049742710120068,1.2413013500552024,0.7419354838709677
2,0.4444683070580505,0.8061749571183533,0.39614242651770193,0.8145161290322581
3,0.41546279258425406,0.8267581475128645,0.3210181045916773,0.8548387096774194
4,0.41246350214370936,0.823327615780446,0.5803755054310444,0.7580645161290323
5,0.4734171367223226,0.79073756432247,0.4148894000437952,0.8387096774193549
6,0.37485847002339406,0.8439108061749572,0.6133034249707576,0.8225806451612904
7,0.38773827282887585,0.8421955403087479,0.5159847736358643,0.7741935483870968
8,0.458423877048656,0.758147512864494,0.4541378386559025,0.75
